PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Company_ID,Will_Purchase_Next
-3.0617707878693783,-1.1507263402541954,-0.9494140640415109,-0.35995335430749187,-1.4547334445557472,0.9301034303278828,-0.33644190505562943,-0.386143549659371,-0.0817029512543018,-0.16904349858283643,1,1
0.23205718807088405,-0.4227978818243204,0.17054142541282477,-0.8796638649811767,-2.7986873299920156,-0.22371647784261836,-0.2816009311726863,0.7533924412329396,0.5397302642833764,-0.22295629989188417,2,0
-0.12597665801516944,-0.8713980555649739,1.2915761347105479,-1.4652576142068392,0.38935591497778893,0.14807023723563267,-0.25678479552317063,-0.9895927265751959,-0.37725720444924526,-0.0316793749156964,3,1
0.003378587705565814,0.48029254805969546,1.2994317130543325,-0.029844918033505204,2.6172614788052027,-1.7222038651928102,1.535330153583646,0.48415546953902955,0.12961062380363314,-0.625781217596164,4,0
-3.2251072049659557,-1.3201134157599206,-0.12120372311819273,0.8601581876926853,1.2005088376522375,0.5567945991359793,-1.1015107450522084,0.2480049275448016,0.5475484179634691,-0.7989930951667198,5,1
0.19913689280713281,2.6643302698742097,-1.0606910676071917,1.9906519357572094,-0.6381445117233346,0.08562309264270625,0.14342170962642256,-1.1706718345273033,-0.07938276644457277,0.9903270383538619,7,0
2.2405907967809795,-0.6675191815819224,0.3508889016838416,-1.329508291001115,-1.4427242605886994,0.3014081765238883,0.8015506961767788,-0.6426692878210719,0.811216652402198,-0.7687868520721304,9,0
-0.32732980061864936,-1.721645647685281,-0.6585262125005038,0.7584709972586257,-0.9155837454158241,-0.7004650091780361,0.0669625862894866,0.9724333769863328,-0.42787149542763114,-0.08126510819072269,10,0
-1.1175178383315096,0.6427625605088128,-0.6699782505074129,-1.4056139177649354,-1.3937296515694308,0.06715801299624333,-0.6024618994104264,-1.660337192025387,0.8967688310611803,0.2324144602105249,11,0
-0.291467476090865,-0.7222126752586658,-1.3887946786698289,-0.56474495859182,0.12040912894093052,-1.044169820319444,-0.32590591100675964,-1.3843770728801732,0.09983729403559383,-0.8375414231688034,12,0
0.6925002991336516,-0.30034393125140346,-2.748856349654125,0.5845089076501483,3.1227108159392216,0.5893527803164518,-0.16093448448155626,-0.12753821066149768,-0.3178413321128752,0.6078088583076361,13,0
-1.4259376671500068,-0.16039130285823716,2.17369011289539,-1.6401526273542444,1.4889639883173276,-0.2193719771074054,0.10969381793186675,-0.15195816223608755,0.4796957894150772,-0.4981419709545766,15,0
-1.1512724808892993,-0.9917211382142274,-0.7486101826481825,0.6581171922825154,-0.4232800190883977,1.267661839550746,0.2149772139005161,-0.0631032689834238,-0.22638937099881795,0.27809968468566953,16,1
1.539521213993635,-0.2172954246955605,-1.2843270116082124,-0.7436477723423093,1.1741300815970221,0.4581255544181493,0.36104233514991213,-1.7020503557629334,-0.08319093416077485,-0.5951063672142287,17,1
-1.563084811949421,2.5223921342190843,-2.152701753606003,0.7111610466421385,-1.2382523210967378,-1.842972633469755,0.14273603489864659,0.11687932936988964,-0.3710132177014613,1.904691629507235,19,1
1.1405549064682063,-2.2414766558018426,0.5633467933212705,-1.4489649707705572,-1.195416755980594,0.49524384386128756,1.6185808868488594,-0.1172596829106678,-0.2131109376355286,0.700844418316186,20,1
2.356347697898766,-0.3584994435565831,1.5067550978464448,-0.07094651133714959,0.3309392079483776,-1.37443693416768,-0.44793093044077936,0.3433501442821121,-0.8878712258211673,0.05135209895695462,21,0
-1.8050195017237283,-1.262030176626363,-0.5038856047821109,0.8503727910048909,-1.6363582555253944,-0.060909181297289276,0.657361566074908,-0.0777863580759438,-0.9132957061926845,-0.005125544787694185,22,1
1.3499932216211068,-0.5859102678295315,0.09482352702954414,0.06782875492765879,-0.814445183433237,1.716035953762963,0.4828714127380725,-0.006832298779204592,0.03414056708282528,0.04233137439279643,23,1
1.058586380658562,2.213696079842072,-1.6838676021427548,-1.5572332634597086,-0.6808896382512474,0.04309084459910667,-1.0994054749102637,-0.6306895657357094,-0.09230814470476711,0.23260848352832303,24,1
0.06280542099643766,0.7735479752786639,-0.898281383447634,2.0105149899235246,-1.2254365303720431,-0.6291868330857977,0.2910508699356315,0.038639621609787476,0.05158567078339573,-0.4162726232568318,25,1
1.3501462688106516,4.1212265147099885,1.6883962883660355,1.7464128844220326,-2.091754988068261,1.5463062078748273,-0.46973027885279267,1.4472910996746742,1.2195155235717847,0.4871555317272766,26,0
1.7544701164307681,0.42422673059005983,0.4256185700833077,1.5726111342652014,-1.5460432998591718,0.515071940848867,0.48207911103628287,-0.02644349388604533,-1.9448942960874818,0.9460332588847284,27,1
-0.277441856321499,5.515732396617116,1.0410704154547012,-1.5904401796910732,0.503100281523662,0.4549431085446472,0.5043981128571543,-1.4118064944232989,-0.44139510876145926,-0.07178713829687314,29,1
0.9397229882724605,0.7303885829876056,3.7510130707497926,2.189976813275327,0.7111725958600646,-0.8657370489609278,-0.15402340112494448,0.10057792889969135,0.6006702984875031,0.022847408222437936,30,0
-1.9084622978209544,-0.21249608047688212,-0.10462312848354892,-0.2950913768395911,0.29617159661458375,-0.16616946546459768,-0.6377185696844865,-0.07775946042432143,-0.19293636347203055,-1.1542964441515757,31,1
0.23611325847777465,0.4807983913911939,-0.9307672182176986,2.946331801475254,-0.1987335990880612,1.536054622704145,1.6555195162087029,0.27149838063259785,0.48666739935543213,-0.4962276489299132,32,0
1.491824648437285,-1.0833842546736623,1.3302282166634667,0.970123425475384,-2.157271682988269,-0.6881188726515686,0.8178687817526329,-0.35957699488063616,1.368176592405068,0.5371572028930978,33,1
